ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
002083.SZ,20260403,204644,24556.51,164112,19709.6,165338,19869.46,167921,20188.56,119435,14343.92,120333,14456.04,27829,3330.43,64880,7746.12,-77656,-9307.9
002084.SZ,20260403,166011,5968.83,177454,6364.13,85128,3059.25,80027,2878.37,64837,2321.08,50189,1814.58,12047,436.07,20353,728.15,-37276,-1371.48
002085.SZ,20260403,79200,10754.16,46311,6290.59,73511,9983.6,74916,10173.56,34899,4734.98,52368,7110.31,5801,784.86,19816,2683.13,-57026,-7734.66
002086.SZ,20260403,208251,4254.74,139286,2846.18,148118,3028.47,131407,2688.42,99774,2040.18,169058,3457.17,28198,576.56,44590,908.17,-189037,-3858.73
002088.SZ,20260403,12737,1246.8,13399,1313.25,10991,1076.12,7768,760.89,2766,271.53,5217,509.45,8000,790.79,8110,801.65,3249,326.81
002090.SZ,20260403,37383,3915.77,33043,3463.39,25957,2717.5,24528,2571.09,11561,1209.64,16433,1716.9,2137,226.12,3033,317.67,-10862,-1138.47
002091.SZ,20260403,55687,4985.72,71829,6431.33,51365,4598.84,49976,4474.37,42800,3833.68,33324,2982.89,5277,470.35,0,0.0,-10562,-937.25
002092.SZ,20260403,313325,19847.56,204409,12955.78,233733,14827.24,299502,18999.54,200413,12703.73,240157,15211.23,84416,5348.02,87819,5560.01,-97352,-6161.89
002093.SZ,20260403,38703,3581.8,27527,2548.99,18736,1733.29,21313,1971.6,3975,366.86,10456,965.23,2881,266.78,4999,462.91,-9167,-846.9
002094.SZ,20260403,89635,5753.21,93913,6036.09,58259,3745.03,46493,2990.74,31533,2029.87,33187,2128.17,1240,78.62,7074,451.73,-38649,-2461.99
002095.SZ,20260403,10895,1752.17,12247,1970.24,8925,1436.82,7270,1169.95,4946,795.03,3649,586.98,0,0.0,1600,256.86,-5795,-933.4
002096.SZ,20260403,27380,3114.62,39349,4474.96,25098,2853.79,19782,2251.37,13743,1563.51,10061,1145.21,6130,700.28,3159,360.65,-17667,-2006.41
002097.SZ,20260403,76874,7447.59,51418,4983.84,44917,4356.65,55520,5381.55,13057,1265.56,29106,2821.02,2408,233.57,1212,116.96,-25504,-2465.61
002098.SZ,20260403,20049,1780.17,29527,2620.38,16674,1495.43,12398,1114.3,7354,656.49,4292,393.03,2140,195.63,0,0.0,-3501,-302.37
002099.SZ,20260403,202786,14044.35,136223,9440.87,131712,9142.94,121752,8439.21,90288,6269.36,131060,9099.43,21133,1480.06,56883,3957.2,-67275,-4703.71
002100.SZ,20260403,108182,8048.55,119989,8917.66,88212,6558.37,87747,6533.63,51012,3794.66,32884,2442.88,4493,332.1,11279,839.52,-49959,-3706.41
002101.SZ,20260403,24230,2647.45,28377,3100.06,12799,1398.12,9968,1088.12,6726,733.3,5410,590.7,0,0.0,0,0.0,-7683,-837.26
002102.SZ,20260403,437975,12707.38,648956,18904.61,510733,14835.74,557008,16182.4,564898,16463.5,441424,12828.56,340091,9901.78,206309,5992.82,106123,3144.36
002103.SZ,20260403,26120,2157.27,26842,2218.4,11834,976.25,13338,1102.41,6944,575.59,3798,313.17,580,48.02,1500,123.15,-11910,-984.64
002104.SZ,20260403,113501,17482.3,150766,23176.56,95533,14739.92,70885,10953.08,51583,7959.8,39544,6134.4,7730,1193.6,7152,1111.6,-27513,-4227.06
002105.SZ,20260403,50182,3060.84,60030,3663.72,23669,1450.04,18485,1127.55,11000,668.58,6336,388.18,0,0.0,0,0.0,-13465,-825.58
002106.SZ,20260403,33624,3402.51,28796,2915.09,31432,3178.99,29137,2948.83,14647,1480.37,15263,1541.24,0,0.0,6507,656.72,-5715,-576.35
002107.SZ,20260403,122426,8356.83,177781,12168.12,104438,7163.92,89964,6171.08,87768,6030.17,53895,3696.27,12767,886.45,5760,401.9,2896,219.49
002108.SZ,20260403,270017,12633.91,200321,9366.82,222300,10413.15,212161,9930.68,134457,6287.44,169807,7950.07,41701,1945.8,86186,4032.72,-149167,-6989.97
002109.SZ,20260403,253473,10458.25,232669,9594.99,279592,11546.8,268071,11066.6,227552,9395.58,248305,10250.25,47454,1935.26,59026,2424.05,-208942,-8577.87
002110.SZ,20260403,86639,3261.68,60070,2263.5,44524,1676.71,46798,1759.93,35189,1322.06,52299,1967.12,3000,113.4,10186,383.3,-37784,-1419.64
002111.SZ,20260403,36478,3470.83,34561,3288.86,16660,1581.46,18787,1782.14,3927,371.3,5987,566.88,2270,214.29,0,0.0,-13804,-1308.32
002112.SZ,20260403,72613,14629.17,61825,12480.15,57691,11640.62,68752,13853.02,40079,8080.19,39104,7871.5,12013,2410.37,12715,2555.67,-124,-24.59
002114.SZ,20260403,50550,4161.5,42821,3525.92,27748,2284.55,31437,2589.3,11981,985.94,14882,1223.92,1550,127.1,2689,219.96,-16407,-1349.45
002115.SZ,20260403,111910,13180.41,100352,11822.81,72909,8587.55,79099,9312.07,30762,3616.96,32193,3789.74,5185,605.92,9121,1066.23,-24997,-2933.69
002116.SZ,20260403,28237,2829.22,33463,3347.54,17739,1775.25,12475,1249.71,7523,750.74,7562,757.96,0,0.0,0,0.0,-5242,-526.85
002117.SZ,20260403,28596,2732.8,23046,2203.64,25326,2422.64,20110,1919.44,11093,1058.6,21320,2039.43,8440,807.38,8980,858.91,-8688,-835.28
002119.SZ,20260403,59695,11534.15,45644,8830.41,30184,5832.69,33762,6526.94,13223,2555.93,18149,3501.29,3810,732.7,9357,1796.82,-5148,-991.81
002120.SZ,20260403,49239,3289.75,43352,2896.27,40716,2718.56,39192,2619.17,23298,1555.8,30392,2027.7,3515,234.31,3832,255.28,-39892,-2660.23
002121.SZ,20260403,147563,10918.93,84389,6252.57,84880,6284.98,92806,6878.92,50052,3721.23,88201,6535.08,18150,1335.66,35249,2594.24,-47063,-3482.72
002122.SZ,20260403,52596,1508.08,32729,938.81,47626,1366.37,50368,1444.54,23232,666.88,31530,905.6,5000,143.5,13827,395.88,-56042,-1607.08
002123.SZ,20260403,44536,4283.5,38084,3666.14,28587,2748.27,35994,3462.33,13309,1281.28,12395,1190.37,2952,285.08,2911,279.29,-12942,-1245.66
002124.SZ,20260403,156783,3625.33,158279,3660.0,126611,2931.3,120135,2785.83,61414,1419.94,91329,2118.76,42282,988.46,17346,400.43,-121490,-2820.21
002125.SZ,20260403,72208,9111.03,53900,6805.1,56484,7120.34,49807,6290.6,25289,3185.68,36851,4643.36,5284,677.85,18707,2355.83,-36058,-4505.53
002126.SZ,20260403,39428,16596.44,40070,16890.24,33598,14157.23,34822,14680.46,27550,11622.98,17084,7191.65,2690,1129.44,11290,4743.74,-9242,-3848.92
002127.SZ,20260403,92202,2472.89,77185,2071.37,50767,1361.26,59446,1595.71,31649,850.12,40065,1073.87,10000,269.0,7922,212.31,-47934,-1286.63
002128.SZ,20260403,43477,13102.13,37245,11235.83,31814,9588.73,31846,9585.83,25660,7721.53,25745,7743.71,8818,2653.31,14933,4500.33,-4762,-1423.88
002129.SZ,20260403,407071,33620.99,225260,18624.15,384710,31813.42,332932,27561.6,197501,16343.93,309358,25536.25,88914,7346.29,210645,17402.63,-161930,-13400.59
002130.SZ,20260403,83481,19281.91,60094,13902.69,76458,17673.59,65321,15106.92,55752,12895.59,65517,15143.99,15890,3687.16,40650,9384.63,-37752,-8682.32
002131.SZ,20260403,1406043,101212.22,887771,63916.41,994245,71577.17,1052041,75747.29,565161,40717.84,805151,57979.38,164649,11842.03,385135,27706.17,-678540,-48634.62
002132.SZ,20260403,154258,5683.36,183457,6756.82,123882,4565.3,108760,4008.2,102569,3777.08,77797,2865.37,11195,411.74,21890,807.09,-52558,-1931.05
002133.SZ,20260403,90479,2925.26,114173,3686.04,65980,2131.71,48170,1555.98,28826,925.11,22942,740.06,0,0.0,0,0.0,-16703,-543.99
002134.SZ,20260403,16229,3208.18,13526,2675.94,10444,2064.28,8084,1600.57,4259,841.51,6400,1264.54,1394,275.47,4316,848.4,-5040,-1002.07
002135.SZ,20260403,108211,7058.73,148619,9745.68,129045,8442.72,105516,6919.08,88117,5768.75,94233,6154.21,36715,2453.93,13720,905.15,8953,692.9
002136.SZ,20260403,37566,4482.34,37308,4448.73,25470,3038.24,21751,2597.11,7846,938.22,14777,1760.84,8303,987.4,5349,639.52,-19935,-2375.13
002137.SZ,20260403,41250,3207.93,48932,3806.95,32576,2533.84,27407,2134.42,12427,965.75,13900,1086.22,3986,320.08,0,0.0,-15259,-1188.64
002138.SZ,20260403,46776,15241.46,54674,17822.99,38123,12428.61,29864,9733.77,27110,8831.8,24121,7858.55,9246,3009.24,12596,4095.8,-8942,-2894.48
002139.SZ,20260403,51939,6179.17,32552,3871.9,33464,3977.08,34366,4086.49,13212,1570.77,28257,3360.18,1135,135.29,4575,543.75,-26091,-3101.44
002140.SZ,20260403,59406,7247.47,64232,7867.59,38450,4708.22,32347,3956.45,23682,2897.35,18382,2241.83,4289,528.76,10866,1315.94,-26884,-3295.58
002141.SZ,20260403,73815,2664.44,63499,2290.95,39595,1429.78,43586,1575.57,37140,1342.73,45168,1631.41,6828,245.48,5125,184.5,-40382,-1457.46
002142.SZ,20260403,57110,17164.36,42526,12795.2,38411,11544.29,34268,10307.57,27636,8304.06,47623,14287.2,13889,4168.22,12629,3790.97,-32896,-9892.69
002144.SZ,20260403,21894,3175.35,25327,3669.42,13540,1961.47,10003,1453.58,2740,395.84,3687,531.89,843,122.24,0,0.0,-2306,-335.47
002145.SZ,20260403,171146,7575.93,117152,5191.41,154460,6842.11,167132,7401.09,79553,3518.55,107265,4749.07,23324,1040.15,36934,1635.18,-114049,-5042.18
002146.SZ,20260403,284465,3891.71,280474,3837.3,256699,3510.74,291984,3996.52,271215,3707.7,251993,3451.14,124238,1704.31,112165,1529.5,-186013,-2532.32
002148.SZ,20260403,34126,2496.97,31471,2303.19,15920,1163.09,12567,918.62,2939,214.6,8947,652.85,0,0.0,0,0.0,-12945,-945.34
002149.SZ,20260403,164838,79364.31,147386,71104.41,170079,81987.33,162019,78001.42,123751,59629.48,139494,67136.71,49505,23701.62,59274,28440.21,4796,2486.62
002150.SZ,20260403,87502,25586.03,59456,17398.53,54580,15976.6,67558,19762.29,30994,9071.01,51638,15095.55,16937,4937.79,11361,3315.07,-9805,-2897.29
002151.SZ,20260403,71481,25826.65,39722,14368.05,42476,15357.44,49766,17995.97,23274,8400.17,38661,13946.78,11748,4224.8,20829,7498.26,3638,1300.04
002152.SZ,20260403,73195,8379.51,72663,8321.69,62992,7212.5,60882,6971.7,36781,4212.91,31694,3630.88,8523,973.88,16253,1854.53,6612,764.02
002153.SZ,20260403,76220,7088.85,56501,5254.46,46441,4316.02,46963,4368.83,22431,2080.33,30428,2823.95,1800,166.75,13000,1204.71,-6826,-635.84
002154.SZ,20260403,57861,2063.53,51736,1845.57,48345,1727.81,36817,1315.56,27485,980.6,34063,1215.83,0,0.0,11075,394.99,-52565,-1879.67
002155.SZ,20260403,164756,47993.71,124611,36328.04,119351,34773.5,115074,33537.41,83258,24259.73,95529,27833.84,21957,6410.68,54108,15738.33,-15787,-4560.18
002156.SZ,20260403,103676,42272.94,84843,34609.64,100070,40817.36,103339,42171.36,56887,23217.49,72449,29548.7,20706,8456.53,20708,8434.62,-19599,-7929.65
002157.SZ,20260403,348618,10529.69,287940,8695.99,409456,12368.65,304690,9204.14,319365,9647.41,363729,10996.08,73219,2213.09,194299,5862.63,-187760,-5650.86
002158.SZ,20260403,12428,2688.86,11540,2499.14,9097,1969.35,7164,1550.73,4160,899.79,5884,1272.31,464,101.52,1561,337.35,1610,350.86
002159.SZ,20260403,24015,4492.37,25475,4761.19,16613,3106.41,15398,2883.34,4990,931.91,4745,886.16,0,0.0,0,0.0,-4154,-779.06
002160.SZ,20260403,309867,14938.58,262476,12656.6,263030,12681.52,225373,10882.6,118417,5736.48,195349,9455.39,18875,926.49,26991,1288.5,-138779,-6674.0
002161.SZ,20260403,71241,5179.94,63312,4602.95,41605,3025.22,37110,2699.38,22567,1638.76,33042,2400.29,0,0.0,1949,141.3,-17644,-1277.56
002162.SZ,20260403,76062,3501.43,50506,2329.16,42647,1963.94,46858,2159.36,28382,1309.31,41374,1903.0,0,0.0,8354,383.16,-43805,-2022.02
002163.SZ,20260403,98608,12276.01,84751,10549.32,55997,6967.23,57387,7147.11,27392,3408.39,37531,4662.79,5693,704.62,8021,997.05,-36010,-4486.39
002164.SZ,20260403,25833,3062.88,23325,2767.81,16298,1933.27,15113,1792.24,7052,835.45,10694,1265.5,0,0.0,51,6.04,-6573,-778.73
002165.SZ,20260403,376671,34069.43,273782,24768.29,224205,20289.42,273455,24742.67,107270,9709.98,164285,14869.77,42196,3830.6,38821,3518.71,-47333,-4279.99
002166.SZ,20260403,78784,7233.12,57542,5277.15,43340,3967.91,39672,3642.06,18545,1695.44,35088,3215.79,7265,663.81,15632,1425.29,-26533,-2426.08
002167.SZ,20260403,66855,7836.73,48782,5721.65,45537,5341.01,42060,4933.44,25752,3020.15,40788,4785.39,10463,1225.41,16977,1982.81,-18206,-2132.55
002168.SZ,20260403,34784,1364.09,25225,990.89,35712,1401.9,34308,1347.9,31271,1228.71,38265,1500.1,2652,103.96,6621,259.77,-19969,-780.5
002169.SZ,20260403,79811,11295.59,71062,10091.98,90231,12784.6,79834,11345.11,70543,10045.67,75296,10691.91,16265,2307.09,30658,4303.96,-26039,-3589.57
002170.SZ,20260403,45801,5742.81,38548,4836.74,49393,6196.61,46668,5853.82,36090,4525.08,44158,5536.65,13017,1629.86,14927,1867.15,-28816,-3609.51
002171.SZ,20260403,82689,8974.86,50240,5457.82,61781,6708.02,64824,7040.06,38417,4167.87,52397,5682.5,7536,814.98,22961,2485.35,-7956,-855.52
002172.SZ,20260403,105080,4112.95,85572,3353.31,42885,1682.04,55137,2158.22,23848,933.4,31104,1216.86,0,0.0,0,0.0,-50617,-1978.28
002173.SZ,20260403,143021,35237.7,93412,23036.24,106632,26283.02,114418,28203.6,51801,12760.64,85576,21069.18,11263,2782.33,19311,4754.68,-74704,-18420.28
002174.SZ,20260403,55974,5276.24,38701,3649.52,31670,2989.3,34174,3222.19,14431,1360.13,21167,1996.63,3836,361.18,11869,1118.51,-13067,-1229.81
002175.SZ,20260403,338767,9519.03,229462,6435.71,227684,6391.48,272298,7648.37,94427,2650.45,174243,4884.13,40865,1136.8,25740,729.57,-121802,-3418.74
002176.SZ,20260403,349304,35537.33,259656,26456.98,288569,29415.12,286451,29205.11,209320,21366.63,244113,24881.63,47080,4803.89,104053,10579.26,-140137,-14140.6
002177.SZ,20260403,322388,24015.61,358510,26741.86,270894,20214.62,242132,18082.01,169994,12700.32,149250,11131.17,32728,2452.13,46113,3427.63,-35386,-2543.65
002178.SZ,20260403,64597,3896.05,62132,3744.61,41990,2529.45,42241,2547.63,18607,1119.48,26138,1571.48,8876,532.35,3559,213.61,-37954,-2285.85
002179.SZ,20260403,50970,16859.12,65075,21532.56,62239,20600.36,43338,14348.0,40695,13462.96,35652,11797.77,7587,2506.62,17425,5750.72,-17789,-5880.56
002180.SZ,20260403,24423,3956.61,24789,4018.66,25598,4150.68,22445,3641.51,13407,2172.21,16488,2668.3,1948,316.76,1654,267.79,-15242,-2466.24
002181.SZ,20260403,324497,36081.49,203919,22711.95,261897,29177.94,269713,30015.05,144321,16059.72,215463,23950.62,38482,4281.54,80103,8923.07,-128405,-14177.14
002182.SZ,20260403,60135,9420.49,54491,8542.77,49014,7683.28,50462,7912.24,46875,7339.71,39517,6192.94,9600,1499.33,21153,3294.86,-27603,-4321.57
002183.SZ,20260403,385544,20190.61,344465,18136.34,491613,25808.78,476858,25051.37,350958,18454.98,367665,19258.78,118085,6194.46,157212,8202.35,-138326,-7087.54
002184.SZ,20260403,18594,2065.95,18296,2032.72,10565,1173.84,10348,1149.6,3638,403.93,4017,446.32,0,0.0,136,15.08,-1807,-199.35
002185.SZ,20260403,225924,25769.33,191398,21841.81,170890,19501.96,177674,20273.8,113660,12948.32,109353,12468.52,70802,8058.61,102851,11694.1,-49597,-5629.97
002186.SZ,20260403,14577,1486.79,14628,1493.06,9037,919.86,9063,924.04,3956,406.13,3879,395.67,0,0.0,0,0.0,-5086,-521.34
002187.SZ,20260403,48617,3013.54,47428,2943.31,22104,1373.92,25502,1582.61,12507,775.95,10403,644.03,105,6.54,0,0.0,-13533,-839.86
002188.SZ,20260403,66793,4068.16,73379,4468.69,45683,2782.17,39972,2435.02,10068,615.1,9193,561.71,0,0.0,0,0.0,-13564,-824.78
002189.SZ,20260403,23255,4409.83,26734,5100.64,17780,3391.09,16756,3191.96,10052,1923.71,6811,1292.93,1428,272.89,2214,411.98,-2677,-508.18
002190.SZ,20260403,14425,4369.25,10895,3302.18,7205,2183.34,9272,2807.87,3548,1073.64,5011,1516.18,0,0.0,0,0.0,-913,-279.48
002191.SZ,20260403,45317,1620.42,48517,1735.34,32048,1144.98,29580,1057.37,18567,664.05,17835,636.74,0,0.0,0,0.0,-33754,-1206.0
002192.SZ,20260403,110692,77730.31,91088,64084.07,98146,68961.27,113666,79985.82,80493,56560.09,90276,63333.76,38776,27425.02,33076,23273.03,1872,1697.31
002193.SZ,20260403,49427,2688.93,66035,3593.15,38837,2117.3,28007,1524.68,10248,555.82,6930,376.08,2460,131.86,0,0.0,-3542,-188.77
002194.SZ,20260403,41984,4269.23,31475,3202.84,19887,2020.36,20968,2131.66,9722,989.65,15799,1602.52,1143,115.21,4494,457.44,2450,253.93
002195.SZ,20260403,741051,63731.05,470875,40493.69,595735,51243.84,648130,55762.22,301312,25951.3,444622,38257.13,71315,6125.34,145785,12538.48,-392325,-33692.84
002196.SZ,20260403,78046,10535.14,48370,6530.08,40647,5490.18,50560,6827.93,17934,2419.24,30209,4077.55,1795,242.21,9283,1251.2,-20900,-2818.15
002197.SZ,20260403,55594,4128.76,50015,3716.31,48477,3601.01,53634,3983.37,33002,2446.02,29779,2206.8,2415,178.23,6060,447.53,4522,339.23
002198.SZ,20260403,66997,5040.41,66154,4983.18,54360,4097.97,41842,3158.85,45385,3422.83,35026,2637.81,14877,1113.57,38597,2894.93,-8605,-664.99
002199.SZ,20260403,6694,551.84,7745,638.73,9869,809.96,10757,885.57,4886,402.47,6383,528.69,3436,288.73,0,0.0,-5639,-462.62
002200.SZ,20260403,3286,233.75,4607,327.53,5873,417.88,4459,317.42,1680,119.27,1668,118.47,0,0.0,105,7.48,-3091,-220.01
002201.SZ,20260403,179698,19993.0,105348,11727.98,85273,9502.74,110102,12263.14,29774,3315.59,72713,8091.29,4478,498.81,11060,1227.73,-46917,-5228.69
002202.SZ,20260403,719700,169661.87,620600,146644.27,785885,185740.72,743120,175134.75,583106,137693.42,576979,135684.11,332449,78183.12,480441,113816.0,37812,9202.63
002203.SZ,20260403,110532,16386.68,120581,17966.91,137578,20515.37,120757,17980.31,98042,14674.38,101638,15173.33,33636,5035.65,36811,5491.52,46046,6816.46
002204.SZ,20260403,113767,7435.09,111414,7288.82,92569,6056.44,98944,6475.63,61762,4043.1,68517,4481.96,25438,1668.58,14662,956.8,1696,131.62
002205.SZ,20260403,16311,2039.19,19324,2418.47,9985,1250.4,6550,822.37,2773,349.36,3869,486.05,1500,196.8,826,108.87,-3281,-401.21
002206.SZ,20260403,50352,3029.16,62686,3770.93,34778,2091.35,31779,1910.95,26611,1601.54,21831,1312.32,8015,479.84,3460,207.7,-22502,-1353.01
002207.SZ,20260403,145671,13632.47,135439,12658.56,111640,10473.53,104174,9779.92,58427,5496.42,70111,6588.47,16264,1524.31,22278,2099.78,-58954,-5430.49
002208.SZ,20260403,115443,13083.62,83810,9516.75,92216,10471.13,90142,10224.04,43090,4878.19,72708,8243.75,6507,739.03,10596,1187.44,-19494,-2222.0
002209.SZ,20260403,27648,4239.37,29508,4527.5,17345,2662.06,15841,2429.26,4468,686.37,4112,631.05,0,0.0,0,0.0,-3516,-540.03
002210.SZ,20260403,244749,6162.34,169547,4268.6,154997,3906.45,165309,4163.44,92162,2318.62,128854,3244.92,12968,328.0,41166,1038.44,-121236,-3041.18
002211.SZ,20260403,18428,633.19,19273,661.89,24924,856.84,18171,622.45,8772,300.7,14680,506.39,0,0.0,0,0.0,-16976,-584.71
002212.SZ,20260403,72357,5208.23,48808,3515.95,48770,3512.44,54139,3899.78,26225,1887.82,38947,2802.31,2500,179.75,7958,570.21,-36246,-2598.46
002213.SZ,20260403,107867,29627.94,71188,19554.31,95260,26185.03,98420,27003.46,51286,14083.1,71272,19587.05,12627,3483.76,26160,7235.01,-63813,-17508.96
002214.SZ,20260403,2936,523.25,1770,316.08,6686,1191.64,5226,932.68,2712,483.64,4533,807.79,813,145.85,1618,287.84,-718,-126.18
002215.SZ,20260403,29560,2986.95,23630,2388.46,22479,2271.42,19324,1954.2,11098,1121.95,14832,1497.72,1996,201.2,7347,741.12,-5197,-523.41
002216.SZ,20260403,58945,7466.93,36083,4573.73,20366,2577.95,29352,3717.06,12964,1638.89,27434,3468.87,3000,378.18,2407,302.31,1314,167.55
002217.SZ,20260403,413273,9156.38,302534,6711.88,401753,8914.94,479003,10620.23,326369,7238.66,346298,7677.35,159128,3526.03,172688,3826.55,-91839,-1967.95
002218.SZ,20260403,1027014,61984.72,724346,43705.93,674066,40712.3,710945,42991.9,347503,21008.11,439921,26679.38,85299,5212.06,258670,15539.98,-542300,-32685.12
002219.SZ,20260403,541668,12909.51,410745,9780.56,334759,7989.11,373595,8914.96,247658,5906.61,255952,6099.02,76062,1817.37,159855,3828.05,-326807,-7805.03
002221.SZ,20260403,147743,11779.76,103869,8294.97,173712,13884.99,155982,12454.04,100365,8008.08,140804,11233.42,50154,3997.44,71319,5687.84,-101733,-8146.32
002222.SZ,20260403,59966,43604.28,102320,75196.25,92798,67644.31,134425,99007.38,103203,75693.45,148066,109330.53,232623,173915.08,103780,77322.96,-37418,-29512.73
002223.SZ,20260403,23373,7792.48,15958,5320.5,14962,4990.39,17615,5875.92,6376,2126.23,10576,3524.46,1397,465.61,1959,653.82,-13891,-4631.65
002224.SZ,20260403,160921,6937.3,148422,6402.23,186929,8068.77,118585,5132.79,93995,4051.46,112517,4862.39,12327,521.72,74648,3181.85,-81669,-3544.63
002225.SZ,20260403,93292,4876.13,105166,5487.71,75862,3969.22,70567,3691.69,51194,2671.7,48187,2518.89,7814,405.13,4242,223.9,-35631,-1861.5
002226.SZ,20260403,54241,2904.54,38056,2038.28,45641,2442.81,44249,2370.44,17812,954.85,30060,1609.11,2233,119.69,7561,404.06,-27550,-1470.97
002227.SZ,20260403,25957,2271.79,27891,2438.01,17360,1516.12,16194,1417.31,5686,494.58,4918,427.19,0,0.0,0,0.0,-15351,-1335.49
002228.SZ,20260403,115405,4395.69,102386,3903.98,61504,2344.89,64210,2449.61,63168,2417.05,48653,1853.25,11323,430.02,36151,1380.82,-59180,-2254.84
002229.SZ,20260403,230574,41221.32,317596,56957.94,290040,51979.6,281570,50475.52,233927,42033.42,146172,26201.81,34335,6197.86,43537,7796.94,103197,18883.21
002230.SZ,20260403,56155,25768.41,50343,23112.05,64008,29380.51,61696,28324.37,53410,24517.34,51580,23676.09,13388,6144.74,23342,10698.49,-8050,-3675.16
002232.SZ,20260403,15562,2681.59,15564,2681.42,9503,1635.78,9749,1678.47,2310,397.08,2062,354.54,0,0.0,0,0.0,-6066,-1043.72
002233.SZ,20260403,36913,3384.39,37391,3425.56,30158,2765.28,29956,2750.37,9564,878.19,7440,679.48,0,0.0,1848,172.46,-14709,-1347.05
002234.SZ,20260403,38771,3115.47,44555,3576.95,24668,1983.45,18803,1513.52,11574,928.66,9578,771.75,1256,100.35,3333,265.71,-17315,-1385.03
002235.SZ,20260403,108075,10809.14,97153,9723.19,95237,9540.65,85055,8522.37,50074,5011.19,64035,6406.43,7576,758.58,14719,1467.58,-56222,-5614.75
002236.SZ,20260403,44569,7482.11,35140,5901.21,41252,6925.75,42184,7083.77,26916,4520.48,34632,5813.94,5426,911.13,6207,1040.55,-3064,-507.72
002237.SZ,20260403,77090,11219.82,59624,8686.89,52884,7694.29,43024,6268.69,33258,4841.35,24537,3574.78,18677,2710.45,54724,7935.54,15568,2254.07
002238.SZ,20260403,22874,1647.37,27113,1952.22,17180,1238.51,12785,921.76,5235,376.35,5391,388.25,0,0.0,0,0.0,-11063,-796.11
002239.SZ,20260403,275829,8128.86,223678,6596.21,223916,6597.5,177498,5236.66,107854,3180.59,151737,4473.81,32004,945.68,86690,2545.96,-125990,-3703.59
002240.SZ,20260403,147213,56952.24,136410,52861.23,139380,54090.18,129202,50099.36,99538,38595.2,106314,41201.48,29072,11305.95,43276,16781.5,8602,3466.15
002241.SZ,20260403,130953,29235.68,88038,19668.45,108543,24243.83,113897,25454.35,79351,17720.93,92543,20665.74,41466,9258.68,65837,14670.57,-74562,-16633.41
002242.SZ,20260403,24320,2311.56,27460,2610.79,15737,1496.24,10781,1024.94,2101,199.51,5195,495.55,1278,123.96,0,0.0,-6032,-572.88
002243.SZ,20260403,50225,4179.92,34728,2893.43,34737,2887.53,37629,3130.26,23062,1919.56,30571,2536.43,4974,411.92,10070,838.81,-2318,-195.29
002244.SZ,20260403,49251,4688.96,49181,4685.95,56758,5405.49,63521,6048.31,31047,2952.63,36792,3500.53,22095,2105.96,9657,918.25,-29062,-2759.35
002245.SZ,20260403,175747,29243.39,106620,17796.45,151781,25267.21,152164,25345.98,90573,15080.26,127770,21236.08,36898,6130.07,68444,11342.43,-65405,-10845.95
002246.SZ,20260403,83503,19845.62,45477,10819.96,62880,14927.06,69352,16488.44,48689,11563.37,66641,15808.02,18641,4422.76,32243,7642.39,-6171,-1458.37
002247.SZ,20260403,150701,4041.33,176512,4711.67,112971,3021.05,83346,2229.19,64607,1715.78,67186,1804.11,4654,122.87,5889,156.06,-84341,-2243.86
002248.SZ,20260403,49108,5713.18,36748,4276.12,27640,3211.24,30765,3577.86,11227,1301.2,17714,2055.69,3441,403.34,6189,719.29,-1984,-231.2
002249.SZ,20260403,106359,9451.63,71828,6386.88,88667,7881.63,106524,9467.28,60041,5336.3,67783,6024.04,19045,1691.08,27977,2482.44,-29705,-2634.9
002250.SZ,20260403,50766,8037.91,45203,7161.86,37311,5910.43,39693,6290.07,22199,3517.94,26391,4174.13,13904,2192.64,12893,2032.87,-2286,-353.49
002251.SZ,20260403,149433,6177.69,111952,4626.32,104491,4320.38,107126,4429.02,64022,2643.87,84988,3510.9,6100,250.1,19980,825.8,-93143,-3843.46
002252.SZ,20260403,88139,5109.15,101132,5864.13,103205,5984.24,82054,4760.4,68047,3948.49,69727,4045.28,6000,348.4,12478,720.47,-96967,-5627.9
002253.SZ,20260403,7170,819.69,10036,1149.15,15689,1794.61,16034,1836.62,16578,1900.69,12787,1464.36,2192,249.96,2772,314.82,5719,655.15
002254.SZ,20260403,66370,6672.52,65616,6595.43,43784,4399.76,44235,4446.71,26089,2625.25,22489,2260.73,9000,904.8,12904,1299.47,-23773,-2381.78
002255.SZ,20260403,85594,8896.41,44753,4657.32,56993,5929.61,58415,6079.08,25621,2663.04,55491,5770.39,3329,351.54,12879,1333.82,-32530,-3383.33
002256.SZ,20260403,589716,21707.61,536626,19811.28,417332,15372.83,489347,17988.76,317677,11723.67,321714,11824.85,207816,7625.64,184855,6804.86,-74382,-2551.4
002258.SZ,20260403,29304,4187.92,31815,4545.96,20500,2928.63,20245,2894.47,10350,1480.32,10422,1487.91,3896,555.9,1569,224.44,-11918,-1704.24
