ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
000001.SZ,20260403,210687,23492.18,160021,17858.48,232208,25905.59,195319,21791.13,205307,22906.53,181328,20223.79,109556,12224.06,221090,24654.97,-171291,-19078.06
000002.SZ,20260403,412478,15831.58,235785,9045.98,307140,11790.72,326579,12536.09,194218,7447.55,288553,11073.79,121584,4666.31,184504,7080.3,-333682,-12833.86
000004.SZ,20260403,3989,155.97,341,13.33,1222,47.78,1833,71.67,1680,65.69,4717,184.43,0,0.0,0,0.0,6891,269.44
000006.SZ,20260403,137569,11489.13,167709,13955.9,179418,14968.04,136127,11356.51,124597,10374.17,128477,10763.12,29744,2489.53,39016,3245.33,-61381,-5107.61
000007.SZ,20260403,17689,2221.25,12906,1617.75,25499,3197.1,17862,2239.25,19260,2415.42,22030,2762.22,3939,497.01,13590,1711.55,554,79.54
000008.SZ,20260403,1203862,34629.45,855954,24651.86,1065276,30677.39,1027813,29601.25,714645,20614.46,917627,26464.76,418935,12116.25,601325,17319.69,-667674,-19274.47
000009.SZ,20260403,73194,6228.07,61041,5193.13,61767,5259.58,51587,4389.98,22466,1908.88,33093,2816.05,6459,546.52,18165,1543.89,-38786,-3286.28
000010.SZ,20260403,115111,4259.79,108400,4011.26,93037,3438.77,78532,2906.56,58091,2148.0,70858,2615.36,4213,154.32,12662,467.7,-63606,-2343.11
000011.SZ,20260403,22360,1828.68,35451,2896.91,18628,1523.01,11565,945.78,10133,826.9,5454,447.06,1349,111.16,0,0.0,-15776,-1290.04
000012.SZ,20260403,84045,3675.84,83264,3643.45,69128,3024.67,58115,2542.86,43576,1907.25,43822,1917.36,2346,102.29,13894,606.39,-65588,-2867.99
000014.SZ,20260403,44273,5686.24,40870,5246.01,33049,4241.36,30505,3916.89,14441,1850.0,19917,2555.44,791,102.41,1262,161.67,-14047,-1803.7
000016.SZ,20260403,229201,7114.63,213853,6641.38,159697,4969.77,149807,4662.54,156523,4862.11,104897,3258.45,21260,659.15,98124,3043.28,-79214,-2440.26
000017.SZ,20260403,32789,2172.31,28015,1856.89,9887,653.73,12440,823.46,2904,192.7,5125,338.39,0,0.0,0,0.0,-5912,-391.75
000019.SZ,20260403,125015,9043.04,130425,9423.28,87528,6332.44,76228,5519.53,32434,2338.76,36687,2651.91,2546,186.93,4183,306.46,-31510,-2286.91
000020.SZ,20260403,38986,5843.7,28530,4280.59,36598,5489.18,43905,6584.71,25350,3802.77,28891,4333.33,5038,758.83,4646,695.85,-17627,-2646.96
000021.SZ,20260403,148717,38333.84,148325,38280.04,135901,35050.03,142595,36787.4,107856,27833.89,109949,28346.83,55745,14390.5,47350,12193.98,-32219,-8203.14
000025.SZ,20260403,14164,2222.5,9735,1528.19,10100,1584.66,11320,1777.49,3198,500.97,4733,742.24,1194,187.28,2868,447.48,-5181,-815.57
000026.SZ,20260403,19296,2768.75,19842,2849.11,17098,2455.46,15143,2176.2,6365,915.35,7596,1088.51,769,109.27,947,135.02,-2751,-386.24
000027.SZ,20260403,148978,9912.07,97457,6487.32,159893,10646.88,153012,10187.29,105357,7015.5,142608,9498.42,26698,1783.79,47847,3185.2,-92182,-6121.28
000028.SZ,20260403,33882,8987.31,31476,8354.62,24543,6515.97,23592,6262.98,17598,4673.74,15482,4106.66,236,62.3,5709,1515.06,-11918,-3165.08
000029.SZ,20260403,15335,2950.09,19209,3696.87,13120,2522.09,8937,1719.34,9779,1877.42,6002,1155.32,3466,669.09,7552,1447.15,-4034,-770.34
000030.SZ,20260403,175052,8550.61,146202,7147.32,155298,7608.28,176428,8628.5,125042,6117.24,122828,6014.52,2159,104.71,12093,590.5,-118410,-5808.43
000031.SZ,20260403,63098,1776.16,81525,2295.32,36555,1027.74,42367,1192.82,35776,1007.18,20716,582.48,18574,523.67,9395,264.13,-26277,-735.18
000032.SZ,20260403,57073,9834.91,60044,10354.11,57634,9937.21,62179,10721.22,36153,6234.43,33084,5696.94,8349,1438.11,3903,672.39,-31624,-5435.5
000034.SZ,20260403,47532,15312.21,42728,13789.17,42426,13669.18,41865,13494.34,25749,8300.46,28217,9079.91,6262,2019.77,9159,2938.19,2503,822.0
000035.SZ,20260403,161454,10611.96,128883,8482.68,145416,9563.65,134937,8875.77,98752,6486.5,101594,6680.72,32606,2131.0,72815,4753.94,-76162,-4996.89
000036.SZ,20260403,111575,5223.3,87158,4080.12,68671,3214.02,72863,3412.47,42740,1998.6,59659,2788.7,13352,624.2,16658,778.83,-24567,-1153.88
000037.SZ,20260403,209774,20917.96,147861,14756.84,176474,17582.05,192594,19219.24,91052,9092.17,123079,12256.09,8282,817.76,22049,2177.78,-86722,-8609.46
000039.SZ,20260403,182006,19371.35,179330,19149.91,150089,16021.8,120629,12847.45,91401,9726.44,95520,10146.98,14991,1594.42,43007,4569.67,-6780,-697.99
000042.SZ,20260403,14822,1282.62,22195,1920.31,19860,1718.83,15154,1312.24,4357,377.61,4762,412.81,3072,266.3,0,0.0,-10623,-917.5
000045.SZ,20260403,56137,6933.38,43812,5417.5,53760,6638.14,56267,6948.58,26725,3303.69,35342,4369.95,5638,699.7,6839,838.89,-20575,-2536.71
000048.SZ,20260403,90105,15690.26,101696,17726.89,127623,22239.25,105274,18390.25,114152,19933.63,88094,15375.75,61673,10826.19,98488,17196.44,19538,3481.3
000049.SZ,20260403,39623,9863.64,35620,8870.1,33310,8289.18,34364,8562.25,23494,5851.94,21954,5469.43,3336,833.47,7825,1936.45,-26970,-6702.12
000050.SZ,20260403,72191,5648.6,52889,4139.67,46324,3625.03,48489,3795.28,19752,1545.0,35044,2742.58,6611,518.96,8456,660.05,-16102,-1253.98
000055.SZ,20260403,50332,1746.96,42942,1492.4,25396,882.36,22227,771.68,9468,326.98,17027,587.53,0,0.0,3000,104.7,-25387,-877.54
000056.SZ,20260403,247043,4519.95,228758,4185.59,178545,3263.47,148999,2730.38,125825,2301.06,175047,3188.24,60991,1113.58,59600,1093.85,-188160,-3437.68
000058.SZ,20260403,30028,2331.29,31486,2446.14,17951,1392.41,15828,1227.84,10986,852.8,11651,902.53,0,0.0,0,0.0,-10747,-837.34
000059.SZ,20260403,111422,5752.33,102026,5273.5,86430,4462.15,106986,5518.57,47728,2463.71,50248,2596.25,20000,1034.45,6320,324.32,-78650,-4047.0
000060.SZ,20260403,250888,15085.23,150928,9074.89,163488,9833.57,166275,10003.48,113159,6804.21,167438,10064.17,46690,2802.24,89582,5382.71,-96621,-5786.55
000061.SZ,20260403,78947,5661.25,48038,3460.9,68826,4938.48,50450,3626.87,28435,2039.39,66709,4767.19,4208,300.03,15219,1084.19,-29378,-2116.89
000062.SZ,20260403,83710,20711.2,93009,23075.51,92690,22948.94,100913,24992.09,72629,18029.9,66431,16431.95,21278,5286.91,9954,2477.4,28277,7157.16
000063.SZ,20260403,140979,45528.25,149061,48193.93,139607,45115.73,157322,50851.85,125539,40601.57,114701,37067.83,62459,20204.94,47501,15336.88,5507,1905.78
000065.SZ,20260403,229348,32740.44,178610,25530.67,226507,32461.91,236249,33749.77,179827,25784.32,218121,31329.0,82721,11887.27,85425,12264.49,-101831,-14720.72
000066.SZ,20260403,167874,24017.33,118195,16933.04,137523,19686.43,139500,19972.53,71191,10197.43,90050,12879.87,13109,1876.98,41952,5992.73,-65516,-9356.7
000068.SZ,20260403,63617,2041.9,84051,2696.68,43344,1388.48,42880,1373.26,43235,1385.64,26417,848.71,6970,224.43,3818,121.79,-51780,-1659.03
000069.SZ,20260403,105636,2284.77,97210,2104.92,110876,2401.1,121413,2628.36,102706,2222.17,100243,2168.03,43895,951.65,44247,958.39,-48911,-1044.36
000070.SZ,20260403,519849,98953.4,430037,81887.2,452025,86196.87,457329,87226.99,317071,60545.83,419406,80092.09,143069,27342.82,125242,23832.65,-55355,-10369.3
000078.SZ,20260403,1324777,47115.93,1303920,46436.18,1129732,40254.58,1063303,37788.11,693219,24649.56,642252,22816.34,141917,5077.35,280170,10056.79,7217,523.76
000088.SZ,20260403,82135,3743.12,94800,4318.41,89897,4094.86,80499,3668.37,51217,2334.2,45997,2095.24,20816,947.04,22768,1037.22,-40937,-1856.46
000089.SZ,20260403,23506,1628.53,28036,1942.5,11224,777.25,16939,1173.41,12538,867.99,11807,816.99,16123,1114.95,6609,455.83,-20021,-1383.17
000090.SZ,20260403,68307,2401.43,81454,2866.69,59391,2089.67,57182,2012.27,52391,1843.46,30017,1057.3,14535,513.41,25970,911.72,-51900,-1824.64
000096.SZ,20260403,46350,4602.14,37672,3744.7,42910,4262.63,37719,3748.36,16791,1670.65,23782,2360.77,1694,167.03,8572,848.61,-35299,-3502.4
000099.SZ,20260403,34562,5744.97,20334,3383.54,24275,4032.44,27532,4575.41,9284,1546.74,18550,3086.81,2677,446.73,4382,725.12,-12958,-2152.8
000100.SZ,20260403,498263,20774.69,399420,16652.63,589478,24585.77,596904,24889.44,500295,20865.56,591110,24647.16,501909,20912.76,502511,20949.54,-404030,-16782.77
000151.SZ,20260403,29351,3387.91,27669,3188.54,11497,1324.11,9843,1138.56,3617,415.55,5193,597.93,0,0.0,1760,202.53,-6309,-734.74
000153.SZ,20260403,93459,6233.76,72724,4859.37,44439,2970.97,53906,3602.73,20917,1404.82,34920,2331.07,2735,183.61,0,0.0,-15610,-1023.58
000155.SZ,20260403,352727,57394.38,286021,46626.41,410798,66862.05,455545,74096.09,287682,46875.83,261507,42651.77,120946,19705.04,169079,27463.03,-125049,-20308.73
000156.SZ,20260403,47399,3437.93,49453,3584.41,27813,2015.63,27806,2016.0,17794,1286.31,14142,1024.22,0,0.0,1605,115.24,-22382,-1618.18
000157.SZ,20260403,180304,15276.68,173253,14683.16,151124,12798.36,137158,11622.82,76036,6443.93,82371,6968.42,15756,1335.75,30438,2580.32,-41554,-3497.24
000158.SZ,20260403,82028,13989.49,62828,10724.42,53430,9117.9,59091,10088.23,22954,3918.27,33155,5653.96,6925,1185.84,10263,1744.91,-29078,-4949.08
000159.SZ,20260403,64650,4038.16,66393,4143.57,58575,3668.7,44918,2807.02,30277,1893.95,37294,2336.62,1630,101.06,6527,414.66,-36534,-2286.55
000166.SZ,20260403,141359,6584.24,129213,6019.08,180926,8429.37,162297,7564.43,149947,6986.71,156442,7287.48,29484,1372.77,53764,2502.1,-11533,-517.93
000301.SZ,20260403,77337,8593.38,113266,12606.31,81041,9016.86,94195,10480.49,99169,11057.18,60902,6794.65,35831,3997.04,25016,2783.0,-18335,-2010.46
000333.SZ,20260403,53411,40960.74,43735,33559.98,57814,44347.32,50564,38792.39,43652,33502.45,60676,46531.53,17895,13735.68,17798,13662.29,-36112,-27684.85
000338.SZ,20260403,242891,61410.0,202748,51353.68,207421,52591.29,224904,56999.5,142525,36200.46,152195,38589.02,51858,13152.94,64848,16412.49,14390,3760.01
000400.SZ,20260403,63559,17209.39,39047,10589.34,50513,13688.63,52364,14190.19,29832,8089.54,36351,9846.18,14055,3795.97,30197,8157.82,-12261,-3308.3
000401.SZ,20260403,73127,3476.96,99650,4737.48,56969,2711.43,37737,1797.74,41418,1972.18,29400,1400.56,7402,351.15,12129,575.94,-53654,-2554.31
000402.SZ,20260403,42820,1059.79,34594,857.08,32110,795.16,36840,912.59,20517,507.93,24013,593.21,0,0.0,0,0.0,-30619,-756.5
000403.SZ,20260403,29122,3738.2,24743,3175.85,24634,3161.22,21601,2775.83,11722,1503.8,13195,1689.73,2000,255.8,7939,1017.61,-18949,-2430.51
000404.SZ,20260403,40798,2837.06,36542,2544.3,23223,1615.94,21504,1496.58,12274,855.99,18248,1268.11,0,0.0,0,0.0,-20729,-1441.66
000407.SZ,20260403,107274,4860.3,66348,3005.4,99243,4498.07,98500,4462.87,57606,2608.61,77308,3506.79,0,0.0,21967,991.92,-92036,-4175.54
000408.SZ,20260403,27173,22137.64,22989,18735.04,23845,19434.26,25840,21058.8,16977,13831.87,21654,17643.2,11888,9687.96,9400,7654.7,-9685,-7873.07
000409.SZ,20260403,24826,2503.52,23181,2338.63,16231,1635.42,12959,1305.06,4255,427.81,9173,923.05,0,0.0,0,0.0,-14283,-1438.92
000410.SZ,20260403,36272,2339.95,28045,1812.1,37415,2413.85,31310,2022.25,22757,1470.94,22298,1439.13,9391,604.19,24182,1555.44,-27717,-1789.09
000411.SZ,20260403,22859,2529.49,16712,1851.56,14993,1660.25,14928,1652.56,3999,442.24,10211,1127.86,0,0.0,0,0.0,-4779,-527.95
000415.SZ,20260403,173561,7484.98,177269,7637.79,111964,4822.17,128240,5524.77,97828,4210.66,120859,5209.15,92170,3969.61,49155,2115.71,-51707,-2214.27
000417.SZ,20260403,46356,2982.55,37534,2416.0,33750,2170.36,31610,2034.94,19245,1236.56,26134,1677.04,0,0.0,4074,261.5,-28270,-1816.99
000419.SZ,20260403,34783,1990.92,35445,2027.63,25234,1444.06,17635,1009.33,4816,274.9,9943,569.58,0,0.0,1810,103.35,-10416,-595.75
000420.SZ,20260403,453668,20452.48,342221,15411.85,333370,15038.19,321132,14484.17,207082,9334.87,285777,12893.92,53098,2391.62,98088,4427.23,-222109,-10004.47
000421.SZ,20260403,53495,3409.66,69791,4450.9,35218,2249.02,22033,1405.58,11304,719.24,8193,521.43,0,0.0,0,0.0,-26139,-1673.45
000422.SZ,20260403,131630,20167.15,105600,16180.27,112325,17224.06,120042,18414.11,84377,12935.49,97894,15015.81,34461,5287.42,39257,6003.92,-55069,-8447.57
000423.SZ,20260403,26585,14926.45,22645,12713.72,12300,6908.23,14182,7964.69,7302,4103.15,7991,4488.85,1591,892.67,2960,1663.25,-7402,-4152.59
000425.SZ,20260403,119736,12240.01,121364,12407.1,105821,10820.6,104775,10711.58,86460,8835.01,71030,7259.45,10528,1076.96,25375,2594.44,-40081,-4075.91
000426.SZ,20260403,120549,47872.25,91580,36365.95,89451,35576.47,90399,35953.09,60875,24202.77,64690,25727.05,25879,10286.94,50085,19892.35,-8812,-3426.2
000428.SZ,20260403,123671,4843.2,99975,3920.71,54821,2153.4,60089,2354.32,32935,1289.91,42552,1667.96,0,0.0,8811,343.51,-35287,-1377.96
000429.SZ,20260403,32571,4245.17,38635,5037.3,27570,3594.17,23943,3120.11,9333,1216.65,5786,754.11,0,0.0,1110,144.47,10103,1320.64
000430.SZ,20260403,5800,423.81,5646,412.73,7119,520.02,7018,513.05,3431,251.07,3686,269.12,0,0.0,0,0.0,-4576,-334.31
000488.SZ,20260403,56561,1523.7,49730,1344.44,75736,2044.45,68859,1859.79,57685,1559.81,59056,1591.86,6556,175.96,18893,507.83,-26654,-708.69
000498.SZ,20260403,53913,3066.85,68612,3902.63,54059,3076.09,59627,3393.24,35156,1999.54,20943,1192.04,10000,569.75,3946,224.32,-27595,-1567.64
000501.SZ,20260403,21580,1797.94,15569,1297.04,14412,1200.5,18440,1535.9,8499,707.04,10040,835.63,0,0.0,442,36.91,-4560,-378.82
000503.SZ,20260403,43017,3374.35,38036,2983.75,25779,2019.27,26553,2083.18,13888,1089.72,18426,1441.04,3902,305.53,3571,280.89,-24026,-1883.12
000504.SZ,20260403,9213,912.33,8032,795.23,16150,1601.2,14921,1480.24,6654,660.59,8394,831.9,0,0.0,670,66.74,-17933,-1780.52
000505.SZ,20260403,76890,5066.48,60116,3965.49,49354,3259.97,45967,3034.28,17462,1152.06,35823,2364.08,1500,100.35,3300,215.01,-37931,-2501.12
000506.SZ,20260403,107812,17828.89,73935,12239.64,55148,9122.65,56345,9326.85,33439,5528.6,54728,9034.13,3660,607.54,15051,2487.05,-6701,-1104.18
000507.SZ,20260403,113096,6072.67,137982,7402.04,122990,6605.54,98453,5290.63,64244,3450.41,63736,3421.7,10700,565.36,10859,579.62,-49854,-2650.72
000509.SZ,20260403,254103,8964.99,173932,6136.6,118744,4195.79,129106,4570.68,65670,2320.99,93850,3320.65,3000,104.1,44628,1557.95,-88407,-3110.6
000510.SZ,20260403,129476,18194.18,145615,20485.56,115236,16209.23,105928,14897.65,56240,7912.53,61194,8595.82,21057,2957.24,9272,1294.15,-3537,-484.27
000513.SZ,20260403,26414,9130.85,19618,6779.34,21263,7353.59,17526,6059.63,8603,2975.01,14783,5110.52,1358,470.54,5711,1980.5,-8058,-2775.13
000514.SZ,20260403,35037,1596.53,34170,1556.51,23518,1070.81,19975,908.52,6818,310.87,11228,513.17,0,0.0,0,0.0,-14829,-675.19
000516.SZ,20260403,287609,14084.27,168849,8275.33,197632,9689.6,219966,10785.01,87975,4311.98,143264,7012.87,22434,1093.47,63570,3106.11,-183905,-8993.53
000517.SZ,20260403,105838,1992.78,126869,2387.35,59409,1116.89,48103,907.11,51043,961.3,35042,659.16,0,0.0,6275,117.34,-60073,-1129.68
000518.SZ,20260403,48986,1373.31,22575,633.34,66512,1862.04,41430,1161.71,49379,1382.52,82002,2295.93,4622,129.67,23492,656.56,-54456,-1526.55
000519.SZ,20260403,83543,13845.88,59971,9943.82,54752,9075.75,57073,9461.07,31219,5172.32,41715,6907.45,4439,735.67,15193,2517.29,-3622,-599.75
000520.SZ,20260403,76106,3094.74,90817,3691.03,74747,3042.7,66472,2702.89,37255,1514.47,41941,1703.23,20400,821.28,9278,376.04,-58210,-2348.9
000521.SZ,20260403,140369,8213.81,160734,9389.35,108207,6325.84,97925,5741.22,65110,3807.4,42080,2466.99,4742,276.62,17690,1026.11,-98522,-5751.86
000523.SZ,20260403,150511,4812.07,136400,4356.46,109870,3520.82,64207,2053.97,45097,1445.99,102801,3302.12,7674,245.57,9743,311.9,-78304,-2514.34
000524.SZ,20260403,67948,7141.56,59325,6232.58,43228,4545.32,42067,4423.02,25166,2638.41,33806,3548.16,10830,1135.72,11974,1257.24,-38856,-4074.66
000525.SZ,20260403,64827,3707.66,77254,4422.26,81460,4660.05,72289,4136.93,61528,3521.1,45100,2579.39,1941,111.8,15113,862.03,-52842,-3014.78
000526.SZ,20260403,8947,2716.52,8258,2509.23,5189,1576.98,4096,1244.7,3055,926.74,2229,674.58,400,122.12,3008,913.85,-1333,-405.97
000528.SZ,20260403,60291,5592.03,59508,5519.84,54849,5088.47,55046,5105.18,33736,3127.86,36130,3348.54,14114,1306.24,12306,1141.05,-32988,-3047.89
000529.SZ,20260403,31197,1761.47,33175,1872.29,21391,1208.49,18905,1069.09,10546,597.55,13555,766.38,2500,140.25,0,0.0,-23949,-1351.38
000530.SZ,20260403,55298,3203.83,46247,2680.03,25250,1463.33,31518,1826.58,14898,863.83,13726,797.12,2099,124.67,6054,351.94,-13418,-775.95
000531.SZ,20260403,84289,5520.41,58752,3853.0,88300,5790.65,80560,5278.27,55617,3638.34,79424,5197.7,16646,1085.15,26116,1705.58,-47909,-3135.7
000532.SZ,20260403,34556,4578.22,55044,7287.66,34426,4563.67,23086,3064.99,14335,1898.39,10224,1355.08,6000,794.38,963,126.93,-1031,-136.69
000533.SZ,20260403,247742,34337.06,182680,25347.06,131274,18256.16,171675,23857.75,70446,9798.68,89025,12373.19,19159,2672.46,25241,3486.37,-15788,-2141.93
000534.SZ,20260403,74761,28102.16,68947,25954.41,46986,17703.52,40265,15159.85,25721,9710.61,32701,12310.57,9491,3577.3,15046,5668.76,2563,1066.2
000536.SZ,20260403,129560,5411.98,95551,3991.46,99315,4149.7,116483,4866.59,47511,1984.6,48040,2006.07,0,0.0,16312,682.15,-102580,-4275.97
000537.SZ,20260403,167636,16340.92,114386,11156.56,122282,11931.01,138442,13508.06,88615,8643.6,108218,10555.87,23272,2256.52,40758,3951.56,-44911,-4350.99
000538.SZ,20260403,33687,19094.73,22138,12545.64,23812,13489.59,32342,18323.79,14185,8034.69,15071,8544.71,2494,1414.68,4627,2619.56,-4829,-2709.2
000539.SZ,20260403,409125,22045.98,279360,15071.9,281165,15175.02,310671,16753.46,183385,9914.9,233207,12580.77,43334,2344.23,93771,5073.98,-142352,-7626.76
000541.SZ,20260403,27143,1492.15,25109,1382.79,17139,942.13,14620,803.83,11034,607.4,11514,631.7,2000,110.2,6073,333.55,-20062,-1102.78
000543.SZ,20260403,133951,10734.0,156212,12507.55,150284,12053.32,130546,10462.49,115114,9228.41,110286,8856.74,62500,5000.05,64805,5189.0,-111595,-8947.98
000544.SZ,20260403,54373,4412.68,91864,7441.22,69415,5620.62,36185,2937.17,25614,2070.42,22713,1837.15,3000,245.4,1640,133.58,-38474,-3115.18
000545.SZ,20260403,286600,8299.94,213231,6176.49,172161,4991.83,192457,5582.81,117970,3413.6,147585,4273.91,16626,482.65,40084,1154.81,-74387,-2143.22
000546.SZ,20260403,278783,17023.99,230003,14042.54,159859,9782.04,175717,10761.15,102594,6295.18,126151,7714.93,17387,1065.43,26752,1648.02,-89859,-5466.72
000547.SZ,20260403,553365,146248.41,338670,89812.95,400611,105995.1,436055,115411.87,230872,61055.09,308908,81671.6,141417,37485.77,242632,63887.95,-146331,-38337.08
000548.SZ,20260403,53136,2813.04,63325,3348.83,32734,1731.81,29407,1560.56,19558,1037.14,12696,672.6,0,0.0,0,0.0,-22864,-1210.16
000550.SZ,20260403,37505,6975.15,31989,5946.95,15776,2929.71,15455,2874.96,5259,972.33,11000,2037.62,0,0.0,96,17.65,-878,-166.91
000551.SZ,20260403,31863,4094.85,23700,3046.03,19126,2454.23,18065,2317.93,9411,1208.67,7760,995.2,3728,476.23,14604,1874.83,-4195,-537.83
000553.SZ,20260403,70787,4295.81,68982,4185.72,45745,2774.77,39591,2405.25,12826,775.49,20785,1255.11,0,0.0,0,0.0,-17968,-1088.03
000554.SZ,20260403,122987,10124.15,128770,10597.07,133827,11024.71,130707,10766.24,103538,8526.39,90321,7441.1,5839,482.84,16393,1353.68,-63885,-5230.53
000555.SZ,20260403,120949,16808.58,82379,11458.79,68996,9601.72,83361,11597.9,33376,4640.41,53111,7374.77,4283,591.89,8753,1211.13,-1518,-214.83
000557.SZ,20260403,32172,1474.3,35407,1624.91,26756,1226.29,17084,782.77,11804,540.49,15241,696.22,0,0.0,3000,137.17,-13146,-601.49
000558.SZ,20260403,102659,4515.15,78878,3469.27,65217,2870.73,63256,2781.04,35822,1577.1,45916,2019.34,5990,264.85,21638,958.18,-67180,-2946.24
000559.SZ,20260403,195898,29253.82,114456,17096.75,140887,21043.21,145209,21691.81,63011,9422.81,105335,15726.93,25735,3831.45,60532,9035.8,-24106,-3584.76
000560.SZ,20260403,200407,5699.91,157848,4488.7,206196,5864.55,216309,6153.01,217047,6173.29,175257,4983.79,19597,557.55,93832,2669.8,-235366,-6676.62
000561.SZ,20260403,34439,3222.17,29297,2740.84,22542,2107.65,26861,2512.11,7023,657.92,7850,734.72,1104,102.67,1100,102.74,-11540,-1076.75
000563.SZ,20260403,131626,4401.96,131104,4382.18,115418,3863.92,112961,3779.4,77298,2583.67,97319,3257.1,70750,2360.74,53708,1791.62,-61146,-2029.88
000564.SZ,20260403,690528,12504.86,601659,10886.19,675733,12245.54,669578,12135.49,750486,13607.13,841411,15253.32,401996,7281.88,406095,7364.41,-806771,-14621.49
000565.SZ,20260403,64931,4572.47,60320,4242.36,27931,1965.61,24948,1759.96,8543,601.17,17989,1266.57,1852,129.64,0,0.0,-9121,-641.78
000566.SZ,20260403,322257,17451.54,215835,11698.76,201496,10940.81,212402,11516.27,86008,4671.29,139310,7547.43,15887,861.87,58101,3163.04,-128563,-6954.01
000567.SZ,20260403,42846,2177.54,38509,1958.05,24582,1249.93,24062,1224.53,9613,489.39,14469,734.29,0,0.0,0,0.0,-22569,-1146.83
000568.SZ,20260403,14399,15063.48,10075,10541.95,17267,18061.48,16271,17031.2,7745,8113.66,10763,11268.21,4053,4255.69,6355,6652.95,-9091,-9521.73
000570.SZ,20260403,66333,3563.26,81253,4353.59,53529,2871.0,30885,1664.55,19199,1026.24,24977,1339.36,3260,175.71,5206,278.71,-23317,-1248.96
000571.SZ,20260403,63454,3447.73,41390,2256.12,49867,2711.47,60452,3292.22,53899,2934.81,45039,2455.42,3869,212.36,24208,1302.61,4722,257.82
000572.SZ,20260403,307586,16725.72,234818,12762.81,233090,12672.46,254743,13854.0,147138,7985.98,170668,9272.97,38368,2088.7,65954,3583.1,-84265,-4582.76
000573.SZ,20260403,92648,3648.93,123334,4856.43,58946,2328.02,60363,2376.35,58764,2306.87,35370,1395.17,12792,504.29,4083,160.17,-23021,-909.93
000576.SZ,20260403,35621,3194.06,34417,3087.22,20469,1835.62,19861,1781.14,5976,537.68,11818,1059.56,4030,360.55,0,0.0,-7456,-664.92
000581.SZ,20260403,44041,8900.62,45999,9295.75,26861,5426.61,23299,4709.61,19620,3964.1,20763,4196.17,11154,2254.07,11615,2343.86,-23537,-4753.0
000582.SZ,20260403,92112,9582.53,71294,7424.64,89887,9369.94,76780,8009.26,54597,5684.87,56238,5861.51,4436,462.06,36721,3803.98,-46429,-4809.36
000586.SZ,20260403,4243,800.65,7009,1322.51,4792,904.21,11111,2096.65,10067,1899.62,16145,3046.59,22681,4279.9,7518,1418.65,-25839,-4875.85
000589.SZ,20260403,119289,5472.92,89833,4121.15,71852,3297.34,78254,3593.5,27382,1257.15,52313,2398.78,28055,1290.27,26179,1204.26,-39520,-1822.42
000590.SZ,20260403,27900,3240.75,35150,4076.01,25916,3009.96,16146,1875.67,5807,673.44,10135,1179.95,1925,221.04,117,13.56,-14342,-1663.46
000591.SZ,20260403,283397,14844.8,209206,10961.02,276843,14503.09,289429,15173.08,197677,10351.29,250537,13116.95,102744,5374.25,111489,5822.37,-194052,-10153.86
000592.SZ,20260403,1245597,148241.51,994908,118407.5,1211383,144258.6,1100181,131080.93,803014,95762.98,987100,117582.15,336558,40189.13,514362,61381.65,-503066,-59658.43
000593.SZ,20260403,73640,12510.24,86848,14774.47,95959,16337.67,94084,16024.82,71002,12096.18,66060,11253.93,30990,5290.93,24599,4181.79,-31014,-5230.78
000595.SZ,20260403,34460,2139.95,24461,1521.85,58543,3634.96,43655,2715.58,32916,2051.14,52413,3259.17,948,60.2,6338,389.65,-16783,-1032.68
000596.SZ,20260403,8930,9580.36,9643,10341.49,8489,9109.77,7897,8476.05,4395,4716.17,4453,4777.6,1870,2010.41,1691,1821.57,-4815,-5151.88
000597.SZ,20260403,143156,7649.72,102770,5493.56,70977,3793.59,78234,4183.19,39679,2119.21,54162,2893.39,3873,208.01,22520,1200.39,-51692,-2755.65
000598.SZ,20260403,81604,5430.21,109335,7276.38,84925,5654.3,69747,4639.65,53049,3528.22,34692,2305.8,6265,414.54,12069,805.44,-49034,-3254.57
000599.SZ,20260403,90094,4808.67,70987,3787.02,57058,3048.02,64229,3430.86,32283,1722.94,43607,2328.7,2433,128.95,3045,162.01,-9502,-497.74
000600.SZ,20260403,91928,8050.51,85092,7450.29,99243,8688.52,83793,7335.42,51966,4542.02,74974,6559.66,17504,1534.62,16783,1470.3,-30909,-2708.53
000601.SZ,20260403,418527,26693.78,364502,23243.94,291764,18626.42,308463,19695.43,254399,16238.33,210335,13441.23,77936,5003.02,159325,10180.96,-172228,-10950.7
000603.SZ,20260403,54930,21136.18,46606,17950.01,29225,11253.96,36361,14007.42,25939,9999.39,23766,9152.14,8358,3223.66,11719,4503.63,9781,3769.01
000605.SZ,20260403,36023,2341.4,49191,3192.63,31454,2042.43,24683,1606.53,7889,510.52,6768,441.36,7555,495.9,2279,149.73,-21933,-1431.16
000607.SZ,20260403,105293,4150.59,106798,4207.73,60136,2371.59,51835,2046.68,30714,1207.84,37510,1475.62,0,0.0,0,0.0,-32526,-1291.85
000608.SZ,20260403,44442,1720.53,39821,1548.0,72375,2807.65,69156,2683.93,34473,1336.92,48934,1887.4,7023,269.78,402,15.56,-28094,-1076.09
